POLY_ID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,indicator_health_good,indicator_health_bad,NUMPOINTS,POPULATION,Shape_Leng,populati_1,area,ln1p,rate,MORAN_STD,MORAN_LAG,locationID,ClusterID,ClusterType,RelativeRisk
15422,E01016235,Bracknell Forest 013C,,484791,162704,51.357,-0.784,{49CE70A5-FEB3-49CF-8745-6B4199B097F4},0.507,0.104,0.073,0.174,0.168,0.031,0.046,0.904,0.016,926,1236,4247.05,2896.984,0.427,6.832,0.749,0.313,0.566,15422,3,high,2.29
15423,E01016236,Bracknell Forest 013D,,485207,162452,51.355,-0.778,{78D16792-F6C9-4A77-B69F-FCE21502AE62},0.527,0.158,0.135,0.129,0.219,0.045,0.046,0.86,0.037,194,1522,3194.251,6437.929,0.236,5.273,0.127,-0.227,-0.06,15423,3,high,2.29
15424,E01016237,Bracknell Forest 013E,,484775,162211,51.353,-0.784,{17DC3CB3-B065-4B5B-9088-0513533CEBA7},0.523,0.114,0.111,0.184,0.183,0.046,0.035,0.883,0.028,159,1143,2222.676,6273.365,0.182,5.075,0.139,-0.217,-0.014,15424,3,high,2.29
15425,E01016238,Bracknell Forest 003B,,487008,170010,51.422,-0.75,{ED8B9817-62B6-457F-BCF6-3C5143655F3E},0.494,0.131,0.127,0.219,0.157,0.047,0.033,0.828,0.046,329,1623,4203.72,3125.151,0.519,5.799,0.203,-0.162,-0.029,15425,3,high,2.29
15426,E01016239,Bracknell Forest 004A,,486200,170140,51.424,-0.762,{189FD5E4-36BD-472B-AF43-43113CB195B8},0.511,0.088,0.139,0.156,0.213,0.063,0.033,0.838,0.041,142,1561,4059.929,5089.088,0.307,4.963,0.091,-0.259,-0.106,15426,3,high,2.29
15427,E01016240,Bracknell Forest 004B,,486593,169449,51.417,-0.756,{3CB873DF-D07C-4CC6-B8BE-68049E46651C},0.514,0.13,0.14,0.124,0.229,0.044,0.043,0.841,0.045,539,1665,4344.678,5513.9,0.302,6.292,0.324,-0.057,0.032,15427,3,high,2.29
15428,E01016241,Bracknell Forest 004C,,485584,169948,51.422,-0.771,{811F51E3-968E-4FB0-8D73-FFBCE8C7A5D7},0.508,0.095,0.146,0.114,0.242,0.055,0.04,0.831,0.045,65,1649,3927.517,5089.479,0.324,4.19,0.039,-0.304,0.136,15428,3,high,2.29
15429,E01016242,Bracknell Forest 004D,,485953,169464,51.418,-0.765,{D3235CFA-1BE5-41E5-8D8A-3AC9267D4BA6},0.502,0.161,0.102,0.089,0.191,0.049,0.039,0.859,0.036,1073,2078,5920.191,2635.667,0.788,6.979,0.516,0.111,0.409,15429,3,high,2.29
15430,E01016243,Bracknell Forest 003C,,488546,169917,51.421,-0.728,{B068B4B8-6829-4455-98A1-7C07BAC6A394},0.499,0.143,0.065,0.117,0.19,0.018,0.045,0.908,0.019,44,1394,3593.226,4761.928,0.293,3.807,0.032,-0.311,-0.056,15430,3,high,2.29
15431,E01016245,Bracknell Forest 003D,,487801,170258,51.425,-0.739,{78FE53C6-26ED-4805-9F72-2F37A68DFC89},0.516,0.106,0.063,0.121,0.194,0.026,0.045,0.909,0.015,305,2328,3552.801,4654.245,0.5,5.724,0.131,-0.224,-0.115,15431,3,high,2.29
15432,E01016246,Bracknell Forest 003E,,488353,170564,51.427,-0.731,{FBCCEC1C-AE09-4799-AE9A-88E57A651E1E},0.522,0.107,0.062,0.104,0.205,0.022,0.047,0.92,0.014,15,1556,4408.727,4482.302,0.347,2.773,0.01,-0.33,-0.067,15432,3,high,2.29
15433,E01016247,Bracknell Forest 003F,,486782,170553,51.427,-0.753,{B8C3DCAE-3C82-42D2-8927-C939628F814E},0.529,0.109,0.057,0.095,0.204,0.027,0.036,0.91,0.019,177,1770,4012.487,4228.219,0.419,5.182,0.1,-0.251,0.02,15433,3,high,2.29
15434,E01016248,Bracknell Forest 007C,,486458,167873,51.403,-0.758,{C9EF9235-0DB9-462D-AAEA-04F9A38BA5C0},0.505,0.16,0.16,0.164,0.201,0.051,0.048,0.829,0.052,178,1536,4425.883,4738.618,0.324,5.187,0.116,-0.238,0.171,15434,3,high,2.29
15435,E01016250,Bracknell Forest 007E,,486462,168307,51.407,-0.758,{513F5BEB-C497-4F3C-9D54-6AB923F4DED2},0.511,0.175,0.127,0.164,0.18,0.044,0.046,0.871,0.031,542,1784,5229.447,3350.463,0.532,6.297,0.304,-0.074,0.335,15435,3,high,2.29
15436,E01016252,Bracknell Forest 001C,,493535,172167,51.441,-0.656,{8B3B12A1-4AAC-4DD7-9D3D-B5CEA2FC8466},0.517,0.09,0.152,0.277,0.143,0.058,0.039,0.857,0.038,7,1492,27491.428,102.484,14.558,2.079,0.005,-0.334,-0.097,15436,3,high,2.29
15437,E01016253,Bracknell Forest 001D,,489963,170513,51.426,-0.707,{FDB7A781-5ED1-4A80-AA6F-B887AECE46BF},0.516,0.112,0.074,0.14,0.187,0.026,0.058,0.898,0.023,0,1406,5786.79,1472.571,0.955,0,0,-0.338,0.118,15437,3,high,2.29
15438,E01016254,West Berkshire 011A,,459411,164815,51.379,-1.148,{0EC7806F-C078-4CE5-AB96-F4D21FBA400D},0.516,0.035,0.171,0.278,0.145,0.051,0.029,0.807,0.06,6167,1485,22142.936,97.802,15.184,8.727,4.153,3.271,1.805,15438,3,high,2.29
15439,E01016255,West Berkshire 011B,,456444,165567,51.386,-1.19,{6196043D-E70D-41D1-A482-56F7E14BCFA4},0.482,0.054,0.097,0.246,0.185,0.034,0.033,0.867,0.032,12132,1474,27904.315,77.759,18.956,9.404,8.231,6.816,1.83,15439,3,high,2.29
15440,E01016256,West Berkshire 003A,,460104,177416,51.493,-1.136,{F7FB990E-3C06-405B-9344-0B3A843C3433},0.495,0.054,0.062,0.209,0.173,0.024,0.037,0.892,0.019,2582,1771,16067.438,129.59,13.666,7.857,1.458,0.929,0.997,15440,3,high,2.29
15441,E01016257,West Berkshire 003B,,456733,180386,51.52,-1.184,{B7B7F540-A8BE-4546-A351-B09ED338FFCE},0.506,0.04,0.064,0.22,0.197,0.027,0.061,0.896,0.023,1551,1352,25515.088,60.891,22.204,7.347,1.147,0.659,0.338,15441,3,high,2.29
15442,E01016258,West Berkshire 005A,,465422,173202,51.454,-1.06,{CA2D36FE-7151-4774-8679-9AA5C14CFF94},0.491,0.055,0.173,0.289,0.158,0.061,0.031,0.825,0.048,1573,1553,8695.12,1436.194,1.081,7.361,1.013,0.542,0.525,15442,3,high,2.29
15443,E01016259,West Berkshire 006A,,465534,172088,51.444,-1.058,{B76FE526-6311-4897-9ECC-87470CE5022F},0.512,0.106,0.133,0.193,0.175,0.038,0.039,0.864,0.031,2377,1534,9123.795,1608.816,0.953,7.774,1.55,1.009,0.424,15443,3,high,2.29
15444,E01016260,West Berkshire 006B,,466101,172620,51.449,-1.05,{647AE465-6312-4998-B027-5C58C739FD20},0.496,0.175,0.109,0.236,0.18,0.046,0.043,0.867,0.029,252,1682,5043.465,3944.412,0.426,5.533,0.15,-0.208,0.321,15444,3,high,2.29
15445,E01016261,West Berkshire 005B,,465569,174454,51.465,-1.057,{6A9EB24A-CA15-463E-8C48-CDD6A47B3563},0.51,0.1,0.065,0.143,0.194,0.023,0.041,0.905,0.018,0,1628,4771.055,1975.762,0.824,0,0,-0.338,0.12,15445,3,high,2.29
15446,E01016262,West Berkshire 006C,,465922,173541,51.457,-1.053,{D984A3F3-601A-4486-9D88-6C46E922684B},0.511,0.112,0.123,0.243,0.205,0.029,0.03,0.856,0.028,206,1366,3155.417,5397.371,0.253,5.333,0.151,-0.207,0.194,15446,3,high,2.29
15447,E01016263,West Berkshire 007A,,451584,172659,51.451,-1.259,{9A4B6957-5B81-4A38-9B46-F3C66833DB96},0.506,0.045,0.064,0.164,0.234,0.019,0.052,0.895,0.019,9575,2416,18925.599,214.402,11.269,9.167,3.963,3.107,2.909,15447,3,high,2.29
15448,E01016264,West Berkshire 011C,,459069,172765,51.451,-1.151,{D32029E3-17D6-4B62-8637-2CB2B1E62B22},0.471,0.066,0.068,0.116,0.289,0.012,0.214,0.929,0.015,10578,1717,24274.318,84.531,20.312,9.267,6.161,5.017,1.271,15448,3,high,2.29
15449,E01016265,West Berkshire 011D,,454197,170785,51.433,-1.222,{28B018DA-84CE-4175-AE37-ECF7B6B1E6D8},0.514,0.045,0.086,0.252,0.194,0.03,0.037,0.89,0.023,1985,1550,22238.655,94.84,16.343,7.594,1.281,0.775,2.467,15449,3,high,2.29
15450,E01016266,West Berkshire 011E,,457199,169547,51.422,-1.179,{05FAAB0D-7A07-4F34-8220-B6D0C52A703C},0.5,0.026,0.095,0.253,0.162,0.035,0.035,0.88,0.025,1609,1328,17514.633,199.118,6.669,7.384,1.212,0.715,3.015,15450,3,high,2.29
15451,E01016267,West Berkshire 015A,,465358,166684,51.395,-1.062,{A2A3AE3B-1455-4864-BCC5-4BD60C479999},0.509,0.065,0.069,0.213,0.199,0.024,0.038,0.87,0.026,79,1484,6899.324,2921.661,0.508,4.382,0.053,-0.292,1.704,15451,3,high,2.29
15452,E01016268,West Berkshire 015B,,465136,167181,51.4,-1.065,{87E7C407-B9A8-44D4-A4DE-3C717F109A78},0.518,0.085,0.123,0.168,0.23,0.038,0.05,0.836,0.042,0,1731,3086.121,4639.457,0.373,0,0,-0.338,0.461,15452,3,high,2.29
15453,E01016269,West Berkshire 015C,,467303,168959,51.416,-1.034,{53129AE0-A94C-43AF-8764-E756B863C3BE},0.499,0.082,0.101,0.203,0.177,0.03,0.038,0.869,0.027,10564,1430,23309.231,94.621,15.113,9.265,7.387,6.083,0.494,15453,3,high,2.29
15454,E01016270,West Berkshire 015D,,465855,167669,51.404,-1.055,{21E9D3C0-EBF3-461F-8134-D8D3E4BAED73},0.496,0.062,0.06,0.134,0.255,0.021,0.04,0.913,0.025,69,1466,7659.773,1313.898,1.116,4.248,0.047,-0.297,1.856,15454,3,high,2.29
15455,E01016271,West Berkshire 008A,,467839,171432,51.438,-1.025,{D5ED7C48-233C-4AD8-B9BA-E9015BA1A651},0.507,0.222,0.179,0.209,0.17,0.077,0.029,0.793,0.055,201,1470,3632.227,5878.244,0.25,5.308,0.137,-0.219,1.47,15455,3,high,2.29
15456,E01016272,West Berkshire 006D,,467134,172225,51.445,-1.035,{31990882-6F5F-4207-96D7-43BE5E11A286},0.49,0.236,0.085,0.222,0.182,0.031,0.04,0.867,0.02,1434,1537,7250.954,1258.275,1.222,7.269,0.933,0.473,0.013,15456,3,high,2.29
15457,E01016273,West Berkshire 006E,,466098,171993,51.443,-1.05,{2F9E256C-783E-4E16-8D86-E9CF60FA1B79},0.514,0.181,0.187,0.181,0.223,0.072,0.036,0.785,0.058,807,1729,2590.091,5232.042,0.33,6.695,0.467,0.067,0.337,15457,3,high,2.29
15458,E01016274,West Berkshire 008B,,467151,171633,51.44,-1.035,{09AD943A-DD9C-4F88-B5A7-C891B42631D7},0.517,0.215,0.114,0.22,0.178,0.045,0.044,0.855,0.025,403,1455,5586.057,3277.207,0.444,6.001,0.277,-0.098,1.571,15458,3,high,2.29
15459,E01016275,West Berkshire 008C,,466741,171580,51.439,-1.041,{CF45B1D2-53FA-453F-94C9-C4771F5C67F0},0.506,0.176,0.087,0.135,0.18,0.036,0.039,0.889,0.026,481,1463,4688.469,4306.016,0.34,6.178,0.329,-0.053,1.398,15459,3,high,2.29
15460,E01016276,West Berkshire 008D,,465798,171443,51.438,-1.055,{A59072E2-C83B-4BFD-AF84-03DAC3CF5E50},0.493,0.143,0.106,0.125,0.197,0.03,0.028,0.884,0.022,1365,1480,4763.797,2266.85,0.653,7.22,0.922,0.463,1.645,15460,3,high,2.29
15461,E01016277,West Berkshire 001A,,448572,174330,51.466,-1.302,{7C3CCE6B-9B2B-4DCB-97C9-60C323C93B1E},0.486,0.065,0.132,0.219,0.22,0.027,0.134,0.881,0.024,14859,1590,26566.323,94.054,16.905,9.606,9.345,7.785,3.288,15461,3,high,2.29
15462,E01016279,West Berkshire 013A,,448335,167732,51.407,-1.306,{4DB597E8-EA4F-4193-B8E5-68D28BBA8955},0.498,0.174,0.147,0.105,0.202,0.056,0.047,0.854,0.037,540,2219,3149.349,5835.135,0.38,6.293,0.243,-0.127,0.308,15462,3,high,2.29
15463,E01016280,West Berkshire 013B,,449174,167636,51.406,-1.294,{E46E12C2-B85B-4504-B92C-2E86EBC3FC58},0.519,0.116,0.175,0.177,0.201,0.059,0.035,0.784,0.068,1381,1851,4798.44,3448.096,0.537,7.231,0.746,0.31,0.083,15463,3,high,2.29
15464,E01016281,West Berkshire 013C,,448178,168264,51.411,-1.309,{0ED538E6-9D4E-460E-A979-2DB08F398954},0.5,0.054,0.131,0.192,0.18,0.04,0.029,0.842,0.041,440,1430,3007.216,4205.96,0.34,6.089,0.308,-0.071,0.402,15464,3,high,2.29
15465,E01016282,West Berkshire 013D,,448843,168200,51.411,-1.299,{D05F24F6-11CA-40D5-BC26-80D81D24152F},0.5,0.064,0.105,0.148,0.178,0.034,0.041,0.881,0.03,350,1480,3673.786,3830.448,0.386,5.861,0.236,-0.133,0.242,15465,3,high,2.29
15466,E01016284,West Berkshire 007D,,451486,169444,51.422,-1.261,{F0EF2F8C-1F44-4A1F-B787-99A2ED387A37},0.508,0.036,0.097,0.212,0.165,0.042,0.044,0.859,0.022,665,1373,7726.401,726.298,1.89,6.501,0.484,0.083,0.337,15466,3,high,2.29
15467,E01016285,West Berkshire 007E,,453406,176118,51.481,-1.232,{AD4024C2-F1E1-41A2-B6C1-A5959923F1A8},0.5,0.036,0.087,0.184,0.198,0.027,0.049,0.886,0.027,1531,1601,33671.063,47.207,33.914,7.334,0.956,0.493,2.836,15467,3,high,2.29
15471,E01016289,West Berkshire 021A,,445812,164055,51.374,-1.343,{A0F1765B-1972-4CA2-A791-915858AED5B4},0.505,0.029,0.072,0.341,0.183,0.034,0.036,0.865,0.027,391,1424,5716.261,1181.041,1.206,5.971,0.275,-0.1,1.902,15471,3,high,2.29
15472,E01016290,West Berkshire 021B,,445975,164636,51.379,-1.341,{4ADBC52F-1553-41D0-A9AE-A7558BD9BABF},0.527,0.032,0.075,0.234,0.211,0.03,0.031,0.875,0.026,123,1557,5544.095,3090.484,0.504,4.82,0.079,-0.27,0.856,15472,3,high,2.29
15473,E01016291,West Berkshire 021C,,446214,165793,51.389,-1.337,{A873904F-31D3-4981-80CD-60B3B7F64FA6},0.522,0.06,0.079,0.186,0.216,0.028,0.048,0.889,0.024,31,1903,4460.195,3380.35,0.563,3.466,0.016,-0.324,0.382,15473,3,high,2.29
15474,E01016292,West Berkshire 021D,,445912,165467,51.386,-1.342,{263DB450-AF21-4654-BF85-E876E5A96E03},0.498,0.071,0.14,0.189,0.21,0.04,0.042,0.845,0.028,41,1626,4048.994,4272.657,0.381,3.738,0.025,-0.316,0.545,15474,3,high,2.29
15475,E01016294,West Berkshire 020A,,447747,166048,51.391,-1.315,{E8616793-4231-4759-8B27-4D2BD09F92AC},0.488,0.086,0.1,0.18,0.182,0.027,0.026,0.868,0.018,371,1519,3782.13,3973.446,0.382,5.919,0.244,-0.126,0.297,15475,3,high,2.29
15476,E01016295,West Berkshire 020B,,447767,165602,51.387,-1.315,{38740FF6-0F55-400C-B2B2-9557E46B1978},0.505,0.061,0.181,0.116,0.244,0.077,0.032,0.791,0.062,794,1481,3077.461,3476.374,0.426,6.678,0.536,0.128,-0.04,15476,3,high,2.29
15483,E01016302,West Berkshire 018C,,443265,165411,51.386,-1.38,{D44A9FF8-D221-4747-8A05-B617024DEF54},0.504,0.038,0.118,0.225,0.164,0.046,0.045,0.881,0.024,5787,1590,23885.112,90.349,17.598,8.664,3.64,2.825,2.845,15483,3,high,2.29
15488,E01016307,West Berkshire 022A,,464673,165114,51.381,-1.072,{366A7CB2-E9CF-459E-ADD5-E2B6E0873924},0.508,0.06,0.142,0.217,0.192,0.049,0.038,0.823,0.048,233,1695,7506.665,2119.486,0.8,5.455,0.137,-0.219,3.3,15488,3,high,2.29
15489,E01016308,West Berkshire 022B,,467899,164459,51.375,-1.026,{EE413759-6123-40DA-9746-D9DAA257EF2F},0.515,0.066,0.071,0.247,0.176,0.019,0.051,0.872,0.027,6103,1929,21204.46,144.545,13.345,8.717,3.164,2.412,3.715,15489,3,high,2.29
15490,E01016309,West Berkshire 022C,,461977,166910,51.398,-1.11,{FD863842-75C4-4C94-9951-9E8689713397},0.486,0.095,0.091,0.176,0.193,0.036,0.06,0.88,0.022,4002,2416,35757.686,109.247,22.115,8.295,1.656,1.102,2.504,15490,3,high,2.29
15491,E01016310,West Berkshire 012A,,447073,168081,51.41,-1.325,{C6C2A0B4-D273-482F-AAE2-942C866E70D1},0.502,0.095,0.167,0.244,0.162,0.058,0.023,0.796,0.056,1557,1970,4276.045,3628.152,0.543,7.351,0.79,0.349,0.694,15491,3,high,2.29
15492,E01016311,West Berkshire 012B,,446415,167344,51.403,-1.334,{726ABCAD-50DA-4D14-AB83-0D156D6510D2},0.511,0.112,0.109,0.236,0.143,0.04,0.032,0.859,0.039,910,1682,7170.516,2544.906,0.661,6.815,0.541,0.132,1.836,15492,3,high,2.29
15493,E01016312,West Berkshire 020C,,446398,166834,51.399,-1.334,{9F5956E1-547E-4774-B06A-E08CCFD66648},0.502,0.112,0.117,0.128,0.193,0.049,0.037,0.851,0.045,88,2028,3211.433,6109.496,0.332,4.489,0.043,-0.301,2.41,15493,3,high,2.29
15494,E01016313,West Berkshire 003C,,464067,176357,51.483,-1.079,{28755EC6-9DE6-4362-9BD0-0294F830D0BD},0.521,0.046,0.099,0.229,0.193,0.038,0.024,0.853,0.033,357,1686,5118.289,1840.549,0.916,5.881,0.212,-0.154,0.715,15494,3,high,2.29
15495,E01016314,West Berkshire 003D,,461971,175477,51.475,-1.109,{F6563766-3874-4BF7-97D7-C8196DE0FCDA},0.476,0.079,0.064,0.23,0.185,0.029,0.097,0.899,0.021,1611,1589,12914.059,270.404,5.876,7.385,1.014,0.543,1.631,15495,3,high,2.29
15496,E01016315,West Berkshire 004A,,463752,173813,51.46,-1.084,{BD2EB254-CDF7-4129-AF1A-95FC1E37F93A},0.516,0.095,0.094,0.269,0.144,0.031,0.029,0.869,0.031,3687,1622,18371.088,209.136,7.756,8.213,2.273,1.638,0.723,15496,3,high,2.29
15497,E01016316,West Berkshire 004B,,465575,176469,51.483,-1.057,{659A8BDC-9A7C-4F65-8030-DB8867B2E9D6},0.514,0.115,0.08,0.181,0.192,0.035,0.042,0.873,0.021,697,2078,10619.477,591.824,3.511,6.548,0.335,-0.047,0.293,15497,3,high,2.29
15498,E01016317,West Berkshire 004C,,466549,175857,51.478,-1.043,{4102CF02-970D-4E95-A496-F31809956C47},0.517,0.151,0.122,0.22,0.188,0.071,0.043,0.87,0.029,190,1543,5742.057,2861.001,0.539,5.252,0.123,-0.231,-0.168,15498,3,high,2.29
15499,E01016318,West Berkshire 004D,,466063,175737,51.477,-1.05,{9771DA8F-429E-468F-9F18-B471CA36EF9F},0.525,0.088,0.122,0.246,0.175,0.04,0.033,0.838,0.031,46,1491,3653.937,4966.649,0.3,3.85,0.031,-0.311,0.255,15499,3,high,2.29
15500,E01016319,West Berkshire 020D,,446550,166402,51.395,-1.332,{D5A63821-2C26-49D8-AFCE-477695F6C479},0.517,0.093,0.151,0.268,0.18,0.052,0.033,0.815,0.062,193,1837,3009.98,4893.216,0.375,5.268,0.105,-0.247,-0.059,15500,3,high,2.29
15501,E01016320,West Berkshire 020E,,447172,166070,51.392,-1.323,{068B5FB9-481A-4BDB-A84D-F08B352B9269},0.502,0.069,0.1,0.19,0.186,0.032,0.025,0.852,0.038,667,1442,2854.304,4660.879,0.309,6.504,0.463,0.064,-0.022,15501,3,high,2.29
15502,E01016321,West Berkshire 021E,,447075,165573,51.387,-1.325,{96556DB0-18E9-4BC7-9D85-EC4F48915B26},0.486,0.11,0.108,0.184,0.198,0.056,0.03,0.845,0.036,595,1634,3188.077,5006.041,0.326,6.39,0.364,-0.022,0.047,15502,3,high,2.29
15503,E01016322,West Berkshire 021F,,446693,165895,51.39,-1.33,{8E11DCD4-5EE1-48C8-B19C-15E71451FA98},0.501,0.037,0.073,0.226,0.225,0.026,0.048,0.872,0.029,477,1446,5554.928,2484.521,0.582,6.17,0.33,-0.052,0.097,15503,3,high,2.29
15504,E01016323,West Berkshire 012C,,446047,168986,51.418,-1.339,{0A479B98-3359-41EC-927D-C19CF276DBBA},0.5,0.068,0.134,0.285,0.176,0.046,0.023,0.84,0.044,2825,1392,13718.997,499.519,2.787,7.947,2.029,1.426,2.693,15504,3,high,2.29
15505,E01016324,West Berkshire 012D,,448097,169679,51.424,-1.31,{EAAE8633-5204-40FF-AE06-F169744BA097},0.498,0.053,0.132,0.231,0.158,0.044,0.044,0.838,0.033,2479,1402,18180.565,196.457,7.136,7.816,1.768,1.199,3.201,15505,3,high,2.29
15506,E01016325,West Berkshire 012E,,446207,168066,51.41,-1.337,{7C965764-7361-45E6-856A-E4D67DB2DC46},0.524,0.104,0.168,0.187,0.224,0.066,0.029,0.824,0.048,657,1564,3128.952,5416.649,0.289,6.489,0.42,0.027,0.635,15506,3,high,2.29
15508,E01016327,West Berkshire 009A,,459583,168595,51.413,-1.145,{5F0F993A-708E-413E-9B35-777A1F09A540},0.51,0.047,0.114,0.194,0.179,0.035,0.036,0.871,0.03,1168,1217,12855.099,157.533,7.725,7.064,0.96,0.496,2.775,15508,3,high,2.29
15509,E01016328,West Berkshire 009B,,462897,171207,51.436,-1.097,{2774E6B4-81B6-4819-802B-F86BCAAC20CA},0.517,0.064,0.114,0.159,0.209,0.041,0.036,0.859,0.031,5108,1922,26097.418,117.603,16.343,8.539,2.658,1.972,1.454,15509,3,high,2.29
15510,E01016329,West Berkshire 014A,,451351,166816,51.398,-1.263,{B174A306-EE9A-4CBF-954F-2766764106F8},0.507,0.035,0.096,0.16,0.147,0.024,0.034,0.872,0.027,106,1404,2698.79,4971.353,0.282,4.673,0.075,-0.273,0.245,15510,3,high,2.29
15511,E01016330,West Berkshire 016A,,451812,166874,51.399,-1.257,{014F86DD-07D5-488F-8465-A847C8717036},0.513,0.042,0.141,0.202,0.159,0.03,0.026,0.833,0.049,149,1393,3045.669,6204.417,0.225,5.011,0.107,-0.245,0.032,15511,3,high,2.29
15512,E01016331,West Berkshire 016B,,451286,167937,51.408,-1.264,{C7A1D470-AB7A-43BB-899E-DF7193C1E0DD},0.516,0.07,0.124,0.137,0.232,0.037,0.046,0.842,0.035,36,1534,2932.642,6211.127,0.247,3.611,0.023,-0.318,-0.073,15512,3,high,2.29
15513,E01016332,West Berkshire 016C,,451524,167342,51.403,-1.261,{5029039B-F322-4410-8876-9100851E0E7C},0.527,0.069,0.193,0.283,0.163,0.059,0.033,0.799,0.053,1136,1556,4363.221,3749.925,0.415,7.036,0.73,0.296,-0.169,15513,3,high,2.29
15514,E01016333,West Berkshire 017A,,453165,168203,51.41,-1.237,{89C2D0C6-6AC5-431F-AEB0-15050BAA8279},0.507,0.049,0.071,0.121,0.195,0.027,0.044,0.888,0.017,2030,1264,10941.788,316.656,3.992,7.616,1.606,1.058,1.052,15514,3,high,2.29
15515,E01016334,West Berkshire 016D,,452229,167868,51.407,-1.25,{0CFF45B8-4457-4AB9-8400-29B92CF47FDC},0.502,0.077,0.134,0.128,0.202,0.048,0.046,0.838,0.038,212,1720,4120.996,6613.849,0.26,5.361,0.123,-0.231,0.168,15515,3,high,2.29
15516,E01016335,West Berkshire 017B,,451431,168172,51.41,-1.262,{4D5298BB-B09C-4203-8929-2278C3A4E7CA},0.506,0.072,0.085,0.169,0.199,0.021,0.04,0.885,0.025,85,1503,3584.637,5065.068,0.297,4.454,0.057,-0.289,-0.007,15516,3,high,2.29
15517,E01016336,West Berkshire 016E,,451860,167706,51.406,-1.256,{0473CD75-0A2E-46D8-882C-B6CDFA97DBB5},0.516,0.06,0.205,0.168,0.233,0.069,0.033,0.785,0.066,61,1342,2320.895,7305.903,0.184,4.127,0.045,-0.299,-0.135,15517,3,high,2.29
15518,E01016337,West Berkshire 017C,,451702,165747,51.388,-1.258,{A27CE1FF-664A-4F32-A8AF-51A0B5F6DEE6},0.512,0.081,0.121,0.122,0.259,0.036,0.043,0.857,0.035,1130,2386,9483.278,1508.834,1.581,7.031,0.474,0.073,0.256,15518,3,high,2.29
15519,E01016338,West Berkshire 017D,,452714,167012,51.4,-1.244,{F24C7F3A-0D44-4F2D-B972-73DD8C4E35E5},0.503,0.049,0.099,0.186,0.174,0.023,0.04,0.855,0.031,753,1769,4184.819,4089.136,0.433,6.625,0.426,0.032,0.762,15519,3,high,2.29
15520,E01016339,West Berkshire 011F,,453478,165273,51.384,-1.233,{B9F6853E-30E7-41BE-A2CE-7905CCFF90D1},0.494,0.075,0.121,0.162,0.2,0.041,0.036,0.868,0.03,4907,2854,26113.587,264.602,10.786,8.499,1.719,1.156,1.593,15520,3,high,2.29
15521,E01016340,West Berkshire 014B,,450460,167912,51.408,-1.276,{3A341D9F-1613-4C84-A8CB-7DFC6C40498B},0.502,0.047,0.158,0.165,0.198,0.045,0.041,0.836,0.04,762,1961,4998.858,3156.507,0.621,6.637,0.389,-0.001,0.003,15521,3,high,2.29
15522,E01016341,West Berkshire 014C,,450770,167068,51.4,-1.272,{0980B3A4-C3F5-4297-AF1F-0BE75BCCF7BE},0.489,0.044,0.136,0.158,0.204,0.035,0.029,0.837,0.038,437,1353,4752.267,2344.215,0.577,6.082,0.323,-0.058,0.286,15522,3,high,2.29
15523,E01016342,West Berkshire 014D,,449850,167645,51.406,-1.285,{890C4A39-8DA0-4C2D-99C5-322F50CE9ED9},0.492,0.049,0.099,0.121,0.18,0.024,0.032,0.865,0.027,1370,2022,7638.788,1260.5,1.604,7.223,0.678,0.251,0.445,15523,3,high,2.29
15524,E01016343,West Berkshire 014E,,450568,168303,51.411,-1.274,{549BFE64-EC41-4F51-97F8-7428ECD18127},0.5,0.025,0.144,0.271,0.143,0.046,0.023,0.832,0.036,0,1407,2254.458,5176.084,0.272,0,0,-0.338,0.068,15524,3,high,2.29
15525,E01016344,West Berkshire 009C,,464296,171578,51.44,-1.076,{2357FA1F-1C5C-4971-900A-FD9603C0C9B1},0.504,0.093,0.173,0.197,0.157,0.054,0.03,0.796,0.053,2633,1571,7672.496,971.428,1.617,7.876,1.676,1.119,1.987,15525,3,high,2.29
15526,E01016345,West Berkshire 009D,,464178,170796,51.433,-1.078,{F48567E4-F166-4D65-8C00-13F6A55A90EA},0.498,0.08,0.113,0.17,0.19,0.034,0.034,0.859,0.03,1865,1481,7298.373,732.693,2.021,7.532,1.259,0.756,3.058,15526,3,high,2.29
15527,E01016346,West Berkshire 019B,,447699,167514,51.405,-1.316,{0A430609-5D5E-4D2E-A3A1-B317EB6A124C},0.482,0.169,0.151,0.147,0.151,0.057,0.018,0.82,0.04,1753,1488,6603.075,1761.527,0.845,7.47,1.178,0.686,0.218,15527,3,high,2.29
15528,E01016348,West Berkshire 019D,,447900,166974,51.4,-1.313,{E2FF551B-639B-45BF-A0A3-A45D3D8456F9},0.489,0.153,0.104,0.098,0.181,0.044,0.03,0.857,0.032,511,2405,5474.989,5107.172,0.471,6.238,0.212,-0.154,0.21,15528,3,high,2.29
15529,E01016349,West Berkshire 005C,,466448,175173,51.472,-1.045,{04F8527B-6009-478D-A61E-91F0B433BC4F},0.515,0.082,0.116,0.217,0.188,0.032,0.036,0.879,0.031,0,1269,3111.838,3648.359,0.348,0,0,-0.338,0.105,15529,3,high,2.29
